,Full_County
1260,houston-county-tn
1261,houston-county-tx
1262,howard-county-ar
1263,howard-county-in
1264,howard-county-ia
1265,howard-county-md
1266,howard-county-mo
1267,howard-county-ne
1268,howard-county-tx
1269,howell-county-mo
1270,hubbard-county-mn
1271,hudson-county-nj
1272,hudspeth-county-tx
1273,huerfano-county-co
1274,hughes-county-ok
1275,hughes-county-sd
1276,humboldt-county-ca
1277,humboldt-county-ia
1278,humboldt-county-nv
1279,humphreys-county-ms
1280,humphreys-county-tn
1281,hunt-county-tx
1282,hunterdon-county-nj
1283,huntingdon-county-pa
1284,huntington-county-in
1285,huron-county-mi
1286,huron-county-oh
1287,hutchinson-county-sd
1288,hutchinson-county-tx
1289,hyde-county-nc
1290,hyde-county-sd
1291,iberia-county-la
1292,iberville-county-la
1293,ida-county-ia
1294,idaho-county-id
1295,imperial-county-ca
1296,independence-county-ar
1297,indian-river-county-fl
1298,indiana-county-pa
1299,ingham-county-mi
1300,inyo-county-ca
1301,ionia-county-mi
1302,iosco-county-mi
1303,iowa-county-ia
1304,iowa-county-wi
1305,iredell-county-nc
1306,irion-county-tx
1307,iron-county-mi
1308,iron-county-mo
1309,iron-county-wi
1310,iroquois-county-il
1311,irwin-county-ga
1312,isabella-county-mi
1313,isanti-county-mn
1314,island-county-wa
1315,isle-of-wight-county-va
1316,issaquena-county-ms
1317,itasca-county-mn
1318,itawamba-county-ms
1319,izard-county-ar
1320,jack-county-tx
1321,jackson-county-al
1322,jackson-county-ar
1323,jackson-county-co
1324,jackson-county-fl
1325,jackson-county-ga
1326,jackson-county-il
1327,jackson-county-in
1328,jackson-county-ia
1329,jackson-county-ks
1330,jackson-county-ky
1331,jackson-county-la
1332,jackson-county-mi
1333,jackson-county-mn
1334,jackson-county-ms
1335,jackson-county-mo
1336,jackson-county-nc
1337,jackson-county-oh
1338,jackson-county-ok
1339,jackson-county-or
1340,jackson-county-sd
1341,jackson-county-tn
1342,jackson-county-tx
1343,jackson-county-wv
1344,jackson-county-wi
1345,james-city-county-va
1346,jasper-county-ga
1347,jasper-county-il
1348,jasper-county-in
1349,jasper-county-ia
1350,jasper-county-ms
1351,jasper-county-mo
1352,jasper-county-sc
1353,jasper-county-tx
1354,jay-county-in
1355,jeff-davis-county-ga
1356,jeff-davis-county-tx
1357,jefferson-county-al
1358,jefferson-county-ar
1359,jefferson-county-co
1360,jefferson-county-fl
1361,jefferson-county-ga
1362,jefferson-county-id
1363,jefferson-county-il
1364,jefferson-county-in
1365,jefferson-county-ia
1366,jefferson-county-ks
1367,jefferson-county-ky
1368,jefferson-county-la
1369,jefferson-county-ms
1370,jefferson-county-mo
1371,jefferson-county-mt
1372,jefferson-county-ne
1373,jefferson-county-ny
1374,jefferson-county-oh
1375,jefferson-county-ok
1376,jefferson-county-or
1377,jefferson-county-pa
1378,jefferson-county-tn
1379,jefferson-county-tx
1380,jefferson-county-wa
1381,jefferson-county-wv
1382,jefferson-county-wi
1383,jefferson-davis-county-la
1384,jefferson-davis-county-ms
1385,jenkins-county-ga
1386,jennings-county-in
1387,jerauld-county-sd
1388,jerome-county-id
1389,jersey-county-il
1390,jessamine-county-ky
1391,jewell-county-ks
1392,jim-hogg-county-tx
1393,jim-wells-county-tx
1394,jo-daviess-county-il
1395,johnson-county-ar
1396,johnson-county-ga
1397,johnson-county-il
1398,johnson-county-in
1399,johnson-county-ia
1400,johnson-county-ks
1401,johnson-county-ky
1402,johnson-county-mo
1403,johnson-county-ne
1404,johnson-county-tn
1405,johnson-county-tx
1406,johnson-county-wy
1407,johnston-county-nc
1408,johnston-county-ok
1409,jones-county-ga
1410,jones-county-ia
1411,jones-county-ms
1412,jones-county-nc
1413,jones-county-tx
1414,josephine-county-or
1415,juneau-county-ak
1416,juneau-county-wi
1417,juniata-county-pa
1418,kalamazoo-county-mi
1419,kalkaska-county-mi
1420,kanabec-county-mn
1421,kanawha-county-wv
1422,kandiyohi-county-mn
1423,kane-county-il
1424,kankakee-county-il
1425,karnes-county-tx
1426,kauai-county-hi
1427,kaufman-county-tx
1428,kay-county-ok
1429,kearney-county-ne
1430,kearny-county-ks
1431,keith-county-ne
1432,kemper-county-ms
1433,kenai-peninsula-county-ak
1434,kendall-county-il
1435,kendall-county-tx
1436,kennebec-county-me
1437,kenosha-county-wi
1438,kent-county-de
1439,kent-county-md
1440,kent-county-mi
1441,kent-county-ri
1442,kenton-county-ky
1443,keokuk-county-ia
1444,kern-county-ca
1445,kerr-county-tx
1446,kershaw-county-sc
1447,ketchikan-gateway-county-ak
1448,kewaunee-county-wi
1449,keweenaw-county-mi
1450,keya-paha-county-ne
1451,kidder-county-nd
1452,kimball-county-ne
1453,kimble-county-tx
1454,king-county-wa
1455,king-george-county-va
1456,king-william-county-va
1457,king-and-queen-county-va
1458,kingfisher-county-ok
1459,kings-county-ca
1460,kingsbury-county-sd
1461,kinney-county-tx
1462,kiowa-county-ks
1463,kiowa-county-ok
1464,kit-carson-county-co
1465,kitsap-county-wa
1466,kittitas-county-wa
1467,kittson-county-mn
1468,klamath-county-or
1469,kleberg-county-tx
1470,klickitat-county-wa
1471,knott-county-ky
1472,knox-county-il
1473,knox-county-in
1474,knox-county-ky
1475,knox-county-me
1476,knox-county-mo
1477,knox-county-ne
1478,knox-county-oh
1479,knox-county-tn
1480,knox-county-tx
1481,kodiak-island-county-ak
1482,koochiching-county-mn
1483,kootenai-county-id
1484,kosciusko-county-in
1485,kossuth-county-ia
1486,la-crosse-county-wi
1487,la-paz-county-az
1488,la-plata-county-co
1489,la-salle-county-tx
1490,lagrange-county-in
1491,lamoure-county-nd
1492,laporte-county-in
1493,lasalle-county-il
1494,lasalle-county-la
1495,labette-county-ks
1496,lac-qui-parle-county-mn
1497,lackawanna-county-pa
1498,laclede-county-mo
1499,lafayette-county-ar
1500,lafayette-county-fl
1501,lafayette-county-la
1502,lafayette-county-ms
1503,lafayette-county-mo
1504,lafayette-county-wi
1505,lafourche-county-la
1506,lake-county-ca
1507,lake-county-co
1508,lake-county-fl
1509,lake-county-il
1510,lake-county-in
1511,lake-county-mi
1512,lake-county-mn
1513,lake-county-mt
1514,lake-county-oh
1515,lake-county-or
1516,lake-county-sd
1517,lake-county-tn
1518,lake-of-the-woods-county-mn
1519,lamar-county-al
1520,lamar-county-ga
1521,lamar-county-ms
1522,lamar-county-tx
1523,lamb-county-tx
1524,lamoille-county-vt
1525,lampasas-county-tx
1526,lancaster-county-ne
1527,lancaster-county-pa
1528,lancaster-county-sc
1529,lancaster-county-va
1530,lander-county-nv
1531,lane-county-ks
1532,lane-county-or
1533,langlade-county-wi
1534,lanier-county-ga
1535,lapeer-county-mi
1536,laramie-county-wy
1537,larimer-county-co
1538,larue-county-ky
1539,las-animas-county-co
1540,lassen-county-ca
1541,latah-county-id
1542,latimer-county-ok
1543,lauderdale-county-al
1544,lauderdale-county-ms
1545,lauderdale-county-tn
1546,laurel-county-ky
1547,laurens-county-ga
1548,laurens-county-sc
1549,lavaca-county-tx
1550,lawrence-county-al
1551,lawrence-county-ar
1552,lawrence-county-il
1553,lawrence-county-in
1554,lawrence-county-ky
1555,lawrence-county-ms
1556,lawrence-county-mo
1557,lawrence-county-oh
1558,lawrence-county-pa
1559,lawrence-county-sd
1560,lawrence-county-tn
1561,le-flore-county-ok
1562,le-sueur-county-mn
1563,lea-county-nm
1564,leake-county-ms
1565,leavenworth-county-ks
1566,lebanon-county-pa
1567,lee-county-al
1568,lee-county-ar
1569,lee-county-fl
1570,lee-county-ga
1571,lee-county-il
1572,lee-county-ia
1573,lee-county-ky
1574,lee-county-ms
1575,lee-county-nc
1576,lee-county-sc
1577,lee-county-tx
1578,lee-county-va
1579,leelanau-county-mi
1580,leflore-county-ms
1581,lehigh-county-pa
1582,lemhi-county-id
1583,lenawee-county-mi
1584,lenoir-county-nc
1585,leon-county-fl
1586,leon-county-tx
1587,leslie-county-ky
1588,letcher-county-ky
1589,levy-county-fl
1590,lewis-county-id
1591,lewis-county-ky
1592,lewis-county-mo
1593,lewis-county-ny
1594,lewis-county-tn
1595,lewis-county-wa
1596,lewis-county-wv
1597,lewis-and-clark-county-mt
1598,lexington-county-sc
1599,lexington-county-va
1600,liberty-county-fl
1601,liberty-county-ga
1602,liberty-county-mt
1603,liberty-county-tx
1604,licking-county-oh
1605,limestone-county-al
1606,limestone-county-tx
1607,lincoln-county-ar
1608,lincoln-county-co
1609,lincoln-county-ga
1610,lincoln-county-id
1611,lincoln-county-ky
1612,lincoln-county-la
1613,lincoln-county-me
1614,lincoln-county-mn
1615,lincoln-county-ms
1616,lincoln-county-mo
1617,lincoln-county-mt
1618,lincoln-county-ne
1619,lincoln-county-nv
1620,lincoln-county-nm
1621,lincoln-county-nc
1622,lincoln-county-ok
1623,lincoln-county-or
1624,lincoln-county-sd
1625,lincoln-county-tn
1626,lincoln-county-wa
1627,lincoln-county-wv
1628,lincoln-county-wi
1629,lincoln-county-wy
1630,linn-county-ia
1631,linn-county-ks
1632,linn-county-mo
1633,linn-county-or
1634,lipscomb-county-tx
1635,litchfield-county-ct
1636,little-river-county-ar
1637,live-oak-county-tx
1638,livingston-county-il
1639,livingston-county-ky
1640,livingston-county-la
1641,livingston-county-mi
1642,livingston-county-mo
1643,livingston-county-ny
1644,llano-county-tx
1645,logan-county-ar
1646,logan-county-co
1647,logan-county-il
1648,logan-county-ks
1649,logan-county-ky
1650,logan-county-ne
1651,logan-county-oh
1652,logan-county-ok
1653,logan-county-wv
1654,long-county-ga
1655,lonoke-county-ar
1656,lorain-county-oh
1657,los-alamos-county-nm
1658,los-angeles-county-ca
1659,loudon-county-tn
1660,loudoun-county-va
1661,louisa-county-ia
1662,louisa-county-va
1663,loup-county-ne
1664,love-county-ok
1665,lowndes-county-al
1666,lowndes-county-ga
1667,lowndes-county-ms
1668,lubbock-county-tx
1669,lucas-county-ia
1670,lucas-county-oh
1671,luce-county-mi
1672,lumpkin-county-ga
1673,luna-county-nm
1674,lunenburg-county-va
1675,luzerne-county-pa
1676,lycoming-county-pa
1677,lyman-county-sd
1678,lynchburg-county-va
1679,lynn-county-tx
1680,lyon-county-ia
1681,lyon-county-ks
1682,lyon-county-ky
1683,lyon-county-mn
1684,lyon-county-nv
1685,mackinac-county-mi
1686,macomb-county-mi
1687,macon-county-al
1688,macon-county-ga
1689,macon-county-il
1690,macon-county-mo
1691,macon-county-nc
1692,macon-county-tn
1693,macoupin-county-il
1694,madera-county-ca
1695,madison-county-al
1696,madison-county-ar
1697,madison-county-fl
1698,madison-county-ga
1699,madison-county-id
1700,madison-county-il
1701,madison-county-in
1702,madison-county-ia
1703,madison-county-ky
1704,madison-county-la
1705,madison-county-ms
1706,madison-county-mo
1707,madison-county-mt
1708,madison-county-ne
1709,madison-county-ny
1710,madison-county-nc
1711,madison-county-oh
1712,madison-county-tn
1713,madison-county-tx
1714,madison-county-va
1715,magoffin-county-ky
1716,mahaska-county-ia
1717,mahnomen-county-mn
1718,mahoning-county-oh
1719,major-county-ok
1720,malheur-county-or
1721,manassas-county-va
1722,manassas-park-county-va
1723,manatee-county-fl
1724,manistee-county-mi
1725,manitowoc-county-wi
1726,marathon-county-wi
1727,marengo-county-al
1728,maricopa-county-az
1729,maries-county-mo
1730,marin-county-ca
1731,marinette-county-wi
1732,marion-county-al
1733,marion-county-ar
1734,marion-county-fl
1735,marion-county-ga
1736,marion-county-il
1737,marion-county-in
1738,marion-county-ia
1739,marion-county-ks
1740,marion-county-ky
1741,marion-county-ms
1742,marion-county-mo
1743,marion-county-oh
1744,marion-county-or
1745,marion-county-sc
1746,marion-county-tn
1747,marion-county-tx
1748,marion-county-wv
1749,mariposa-county-ca
1750,marlboro-county-sc
1751,marquette-county-mi
1752,marquette-county-wi
1753,marshall-county-al
1754,marshall-county-il
1755,marshall-county-in
1756,marshall-county-ia
1757,marshall-county-ks
1758,marshall-county-ky
1759,marshall-county-mn
1760,marshall-county-ms
1761,marshall-county-ok
1762,marshall-county-sd
1763,marshall-county-tn
1764,marshall-county-wv
1765,martin-county-fl
1766,martin-county-in
1767,martin-county-ky
1768,martin-county-mn
1769,martin-county-nc
1770,martin-county-tx
1771,martinsville-county-va
1772,mason-county-il
1773,mason-county-ky
1774,mason-county-mi
1775,mason-county-tx
1776,mason-county-wa
1777,mason-county-wv
1778,massac-county-il
1779,matagorda-county-tx
1780,matanuska-susitna-county-ak
1781,mathews-county-va
1782,maui-county-hi
1783,maury-county-tn
1784,maverick-county-tx
1785,mayes-county-ok
1786,mcclain-county-ok
1787,mccook-county-sd
1788,mccormick-county-sc
1789,mccracken-county-ky
1790,mccreary-county-ky
1791,mcculloch-county-tx
1792,mccurtain-county-ok
1793,mcdonald-county-mo
1794,mcdonough-county-il
1795,mcdowell-county-nc
1796,mcdowell-county-wv
1797,mcduffie-county-ga
1798,mchenry-county-il
1799,mchenry-county-nd
1800,mcintosh-county-ga
1801,mcintosh-county-nd
1802,mcintosh-county-ok
1803,mckean-county-pa
1804,mckenzie-county-nd
1805,mckinley-county-nm
1806,mclean-county-il
1807,mclean-county-ky
1808,mclean-county-nd
1809,mclennan-county-tx
1810,mcleod-county-mn
1811,mcminn-county-tn
1812,mcnairy-county-tn
1813,mcpherson-county-ks
1814,mcpherson-county-ne
1815,mcpherson-county-sd
1816,meade-county-ks
1817,meade-county-ky
1818,meade-county-sd
1819,meagher-county-mt
1820,mecklenburg-county-nc
1821,mecklenburg-county-va
1822,mecosta-county-mi
1823,medina-county-oh
1824,medina-county-tx
1825,meeker-county-mn
1826,meigs-county-oh
1827,meigs-county-tn
1828,mellette-county-sd
1829,menard-county-il
1830,menard-county-tx
1831,mendocino-county-ca
1832,menifee-county-ky
1833,menominee-county-mi
1834,menominee-county-wi
1835,merced-county-ca
1836,mercer-county-il
1837,mercer-county-ky
1838,mercer-county-mo
1839,mercer-county-nj
1840,mercer-county-nd
1841,mercer-county-oh
1842,mercer-county-pa
1843,mercer-county-wv
1844,meriwether-county-ga
1845,merrick-county-ne
1846,merrimack-county-nh
1847,mesa-county-co
1848,metcalfe-county-ky
1849,miami-county-in
1850,miami-county-ks
1851,miami-county-oh
1852,miami-dade-county-fl
1853,middlesex-county-ct
1854,middlesex-county-ma
1855,middlesex-county-nj
1856,middlesex-county-va
1857,midland-county-mi
1858,midland-county-tx
1859,mifflin-county-pa
1860,milam-county-tx
1861,mille-lacs-county-mn
1862,miller-county-ar
1863,miller-county-ga
1864,miller-county-mo
1865,mills-county-ia
1866,mills-county-tx
1867,milwaukee-county-wi
1868,miner-county-sd
1869,mineral-county-co
1870,mineral-county-nv
1871,mineral-county-wv
1872,mingo-county-wv
1873,minidoka-county-id
1874,minnehaha-county-sd
1875,missaukee-county-mi
1876,mississippi-county-ar
1877,mississippi-county-mo
1878,missoula-county-mt
1879,mitchell-county-ga
1880,mitchell-county-ia
1881,mitchell-county-ks
1882,mitchell-county-nc
1883,mitchell-county-tx
1884,mobile-county-al
1885,moffat-county-co
1886,mohave-county-az
1887,moniteau-county-mo
1888,monmouth-county-nj
1889,mono-county-ca
1890,monona-county-ia
1891,monongalia-county-wv
1892,monroe-county-al
1893,monroe-county-ar
1894,monroe-county-fl
1895,monroe-county-ga
1896,monroe-county-il
1897,monroe-county-in
1898,monroe-county-ia
1899,monroe-county-ky
1900,monroe-county-mi
1901,monroe-county-ms
1902,monroe-county-mo
1903,monroe-county-ny
1904,monroe-county-oh
1905,monroe-county-pa
1906,monroe-county-tn
1907,monroe-county-wv
1908,monroe-county-wi
1909,montague-county-tx
1910,montcalm-county-mi
1911,monterey-county-ca
1912,montezuma-county-co
1913,montgomery-county-al
1914,montgomery-county-ar
1915,montgomery-county-ga
1916,montgomery-county-il
1917,montgomery-county-in
1918,montgomery-county-ia
1919,montgomery-county-ks
1920,montgomery-county-ky
1921,montgomery-county-md
1922,montgomery-county-ms
1923,montgomery-county-mo
1924,montgomery-county-ny
1925,montgomery-county-nc
1926,montgomery-county-oh
1927,montgomery-county-pa
1928,montgomery-county-tn
1929,montgomery-county-tx
1930,montgomery-county-va
1931,montmorency-county-mi
1932,montour-county-pa
1933,montrose-county-co
1934,moody-county-sd
1935,moore-county-nc
1936,moore-county-tn
1937,moore-county-tx
1938,morehouse-county-la
1939,morgan-county-al
1940,morgan-county-co
1941,morgan-county-ga
1942,morgan-county-il
1943,morgan-county-in
1944,morgan-county-ky
1945,morgan-county-mo
1946,morgan-county-oh
1947,morgan-county-tn
1948,morgan-county-wv
1949,morrill-county-ne
1950,morris-county-ks
1951,morris-county-nj
1952,morris-county-tx
1953,morrison-county-mn
1954,morrow-county-oh
1955,morrow-county-or
1956,morton-county-ks
1957,morton-county-nd
1958,motley-county-tx
1959,moultrie-county-il
1960,mountrail-county-nd
1961,mower-county-mn
1962,muhlenberg-county-ky
1963,multnomah-county-or
1964,murray-county-ga
1965,murray-county-mn
1966,murray-county-ok
1967,muscatine-county-ia
1968,muscogee-county-ga
1969,muskegon-county-mi
1970,muskingum-county-oh
1971,muskogee-county-ok
1972,musselshell-county-mt
1973,nacogdoches-county-tx
1974,nance-county-ne
1975,napa-county-ca
1976,nash-county-nc
1977,nassau-county-fl
1978,nassau-county-ny
1979,natchitoches-county-la
1980,natrona-county-wy
1981,navajo-county-az
1982,navarro-county-tx
1983,nelson-county-ky
1984,nelson-county-nd
1985,nelson-county-va
1986,nemaha-county-ks
1987,nemaha-county-ne
1988,neosho-county-ks
1989,neshoba-county-ms
1990,ness-county-ks
1991,nevada-county-ar
1992,nevada-county-ca
1993,new-castle-county-de
1994,new-hanover-county-nc
1995,new-haven-county-ct
1996,new-kent-county-va
1997,new-london-county-ct
1998,new-madrid-county-mo
1999,new-york-city-county-ny
2000,newaygo-county-mi
2001,newberry-county-sc
2002,newport-county-ri
2003,newport-news-county-va
2004,newton-county-ar
2005,newton-county-ga
2006,newton-county-in
2007,newton-county-ms
2008,newton-county-mo
2009,newton-county-tx
2010,nez-perce-county-id
2011,niagara-county-ny
2012,nicholas-county-ky
2013,nicholas-county-wv
2014,nicollet-county-mn
2015,niobrara-county-wy
2016,noble-county-in
2017,noble-county-oh
2018,noble-county-ok
2019,nobles-county-mn
2020,nodaway-county-mo
2021,nolan-county-tx
2022,nome-county-ak
2023,norfolk-county-ma
2024,norfolk-county-va
2025,norman-county-mn
2026,north-slope-county-ak
2027,northampton-county-nc
2028,northampton-county-pa
2029,northampton-county-va
2030,northumberland-county-pa
2031,northumberland-county-va
2032,northwest-arctic-county-ak
2033,norton-county-ks
2034,norton-county-va
2035,nottoway-county-va
2036,nowata-county-ok
2037,noxubee-county-ms
2038,nuckolls-county-ne
2039,nueces-county-tx
2040,nye-county-nv
2041,o'brien-county-ia
2042,oakland-county-mi
2043,obion-county-tn
2044,ocean-county-nj
2045,oceana-county-mi
2046,ochiltree-county-tx
2047,oconee-county-ga
2048,oconee-county-sc
2049,oconto-county-wi
2050,ogemaw-county-mi
2051,oglala-lakota-county-sd
2052,ogle-county-il
2053,oglethorpe-county-ga
2054,ohio-county-in
2055,ohio-county-ky
2056,ohio-county-wv
2057,okaloosa-county-fl
2058,okanogan-county-wa
2059,okeechobee-county-fl
2060,okfuskee-county-ok
2061,oklahoma-county-ok
2062,okmulgee-county-ok
2063,oktibbeha-county-ms
2064,oldham-county-ky
2065,oldham-county-tx
2066,oliver-county-nd
2067,olmsted-county-mn
2068,oneida-county-ny
2069,oneida-county-wi
2070,onondaga-county-ny
2071,onslow-county-nc
2072,ontario-county-ny
2073,orange-county-ca
2074,orange-county-fl
2075,orange-county-in
2076,orange-county-ny
2077,orange-county-nc
2078,orange-county-tx
2079,orange-county-vt
2080,orange-county-va
2081,orangeburg-county-sc
2082,oregon-county-mo
2083,orleans-county-la
2084,orleans-county-ny
2085,orleans-county-vt
2086,osage-county-ks
2087,osage-county-mo
2088,osage-county-ok
2089,osborne-county-ks
2090,osceola-county-fl
2091,osceola-county-ia
2092,osceola-county-mi
2093,oscoda-county-mi
2094,oswego-county-ny
2095,otero-county-co
2096,otero-county-nm
2097,otoe-county-ne
2098,otsego-county-mi
2099,otsego-county-ny
2100,ottawa-county-ks
2101,ottawa-county-mi
2102,ottawa-county-oh
2103,ottawa-county-ok
2104,otter-tail-county-mn
2105,ouachita-county-ar
2106,ouachita-county-la
2107,ouray-county-co
2108,out-of-al-county-al
2109,out-of-ga-county-ga
2110,out-of-hi-county-hi
2111,out-of-il-county-il
2112,out-of-mi-county-mi
2113,out-of-ok-county-ok
2114,out-of-tn-county-tn
2115,outagamie-county-wi
2116,overton-county-tn
2117,owen-county-in
2118,owen-county-ky
2119,owsley-county-ky
2120,owyhee-county-id
2121,oxford-county-me
2122,ozark-county-mo
2123,ozaukee-county-wi
2124,pacific-county-wa
2125,page-county-ia
2126,page-county-va
2127,palm-beach-county-fl
2128,palo-alto-county-ia
2129,palo-pinto-county-tx
2130,pamlico-county-nc
2131,panola-county-ms
2132,panola-county-tx
2133,park-county-co
2134,park-county-mt
2135,park-county-wy
2136,parke-county-in
2137,parker-county-tx
2138,parmer-county-tx
2139,pasco-county-fl
2140,pasquotank-county-nc
2141,passaic-county-nj
2142,patrick-county-va
2143,paulding-county-ga
2144,paulding-county-oh
2145,pawnee-county-ks
2146,pawnee-county-ne
2147,pawnee-county-ok
2148,payette-county-id
2149,payne-county-ok
2150,peach-county-ga
2151,pearl-river-county-ms
2152,pecos-county-tx
2153,pembina-county-nd
2154,pemiscot-county-mo
2155,pend-oreille-county-wa
2156,pender-county-nc
2157,pendleton-county-ky
2158,pendleton-county-wv
2159,pennington-county-mn
2160,pennington-county-sd
2161,penobscot-county-me
2162,peoria-county-il
2163,pepin-county-wi
2164,perkins-county-ne
2165,perquimans-county-nc
2166,perry-county-al
2167,perry-county-ar
2168,perry-county-il
2169,perry-county-in
2170,perry-county-ky
2171,perry-county-ms
2172,perry-county-mo
2173,perry-county-oh
2174,perry-county-pa
2175,perry-county-tn
2176,pershing-county-nv
2177,person-county-nc
2178,petersburg-county-ak
2179,petersburg-county-va
2180,pettis-county-mo
2181,phelps-county-mo
2182,phelps-county-ne
2183,philadelphia-county-pa
2184,phillips-county-ar
2185,phillips-county-co
2186,phillips-county-ks
2187,piatt-county-il
2188,pickaway-county-oh
2189,pickens-county-al
2190,pickens-county-ga
2191,pickens-county-sc
2192,pickett-county-tn
2193,pierce-county-ga
2194,pierce-county-ne
2195,pierce-county-nd
2196,pierce-county-wa
2197,pierce-county-wi
2198,pike-county-al
2199,pike-county-ar
2200,pike-county-ga
2201,pike-county-il
2202,pike-county-in
2203,pike-county-ky
2204,pike-county-ms
2205,pike-county-mo
2206,pike-county-oh
2207,pike-county-pa
2208,pima-county-az
2209,pinal-county-az
2210,pine-county-mn
2211,pinellas-county-fl
2212,pipestone-county-mn
2213,piscataquis-county-me
2214,pitkin-county-co
2215,pitt-county-nc
2216,pittsburg-county-ok
2217,pittsylvania-county-va
2218,placer-county-ca
2219,plaquemines-county-la
2220,platte-county-mo
2221,platte-county-ne
2222,platte-county-wy
2223,pleasants-county-wv
2224,plumas-county-ca
2225,plymouth-county-ia
2226,plymouth-county-ma
2227,pocahontas-county-ia
2228,pocahontas-county-wv
2229,poinsett-county-ar
2230,pointe-coupee-county-la
2231,polk-county-ar
2232,polk-county-fl
2233,polk-county-ga
2234,polk-county-ia
2235,polk-county-mn
2236,polk-county-mo
2237,polk-county-ne
2238,polk-county-nc
2239,polk-county-or
2240,polk-county-tn
2241,polk-county-tx
2242,polk-county-wi
2243,pondera-county-mt
2244,pontotoc-county-ms
2245,pontotoc-county-ok
2246,pope-county-ar
2247,pope-county-il
2248,pope-county-mn
2249,poquoson-county-va
2250,portage-county-oh
2251,portage-county-wi
2252,porter-county-in
2253,portsmouth-county-va
2254,posey-county-in
2255,pottawatomie-county-ks
2256,pottawatomie-county-ok
2257,pottawattamie-county-ia
2258,potter-county-pa
2259,potter-county-tx
2260,powell-county-ky
2261,power-county-id
2262,poweshiek-county-ia
2263,powhatan-county-va
2264,prairie-county-ar
2265,pratt-county-ks
2266,preble-county-oh
2267,prentiss-county-ms
2268,presidio-county-tx
2269,presque-isle-county-mi
2270,preston-county-wv
2271,price-county-wi
2272,prince-edward-county-va
2273,prince-george-county-va
2274,prince-george's-county-md
2275,prince-william-county-va
2276,prince-of-wales-hyder-county-ak
2277,providence-county-ri
2278,prowers-county-co
2279,pueblo-county-co
2280,pulaski-county-ar
2281,pulaski-county-ga
2282,pulaski-county-il
2283,pulaski-county-in
2284,pulaski-county-ky
2285,pulaski-county-mo
2286,pulaski-county-va
2287,pushmataha-county-ok
2288,putnam-county-fl
2289,putnam-county-ga
2290,putnam-county-il
2291,putnam-county-in
2292,putnam-county-mo
2293,putnam-county-ny
2294,putnam-county-oh
2295,putnam-county-tn
2296,putnam-county-wv
2297,quay-county-nm
2298,queen-anne's-county-md
2299,quitman-county-ga
2300,quitman-county-ms
2301,rabun-county-ga
2302,racine-county-wi
2303,radford-county-va
2304,rains-county-tx
2305,raleigh-county-wv
2306,ralls-county-mo
2307,ramsey-county-mn
2308,ramsey-county-nd
2309,randall-county-tx
2310,randolph-county-al
2311,randolph-county-ar
2312,randolph-county-ga
2313,randolph-county-il
2314,randolph-county-in
2315,randolph-county-mo
2316,randolph-county-nc
2317,randolph-county-wv
2318,rankin-county-ms
2319,ransom-county-nd
2320,rapides-county-la
2321,rappahannock-county-va
2322,ravalli-county-mt
2323,ray-county-mo
2324,reagan-county-tx
2325,real-county-tx
2326,red-lake-county-mn
2327,red-river-county-la
2328,red-river-county-tx
2329,red-willow-county-ne
2330,redwood-county-mn
2331,reeves-county-tx
2332,refugio-county-tx
2333,reno-county-ks
2334,rensselaer-county-ny
2335,renville-county-mn
2336,renville-county-nd
2337,republic-county-ks
2338,reynolds-county-mo
2339,rhea-county-tn
2340,rice-county-ks
2341,rice-county-mn
2342,richardson-county-ne
2343,richland-county-il
2344,richland-county-la
2345,richland-county-mt
2346,richland-county-nd
2347,richland-county-oh
2348,richland-county-sc
2349,richland-county-wi
2350,richmond-county-ga
2351,richmond-county-nc
2352,richmond-county-va
2353,richmond-city-county-va
2354,riley-county-ks
2355,ringgold-county-ia
2356,rio-arriba-county-nm
2357,rio-blanco-county-co
2358,rio-grande-county-co
2359,ripley-county-in
2360,ripley-county-mo
2361,ritchie-county-wv
2362,riverside-county-ca
2363,roane-county-tn
2364,roane-county-wv
2365,roanoke-county-va
2366,roanoke-city-county-va
2367,roberts-county-sd
2368,roberts-county-tx
2369,robertson-county-tn
2370,robertson-county-tx
2371,robeson-county-nc
2372,rock-county-mn
2373,rock-county-ne
2374,rock-county-wi
2375,rock-island-county-il
2376,rockbridge-county-va
2377,rockcastle-county-ky
2378,rockdale-county-ga
2379,rockingham-county-nh
2380,rockingham-county-nc
2381,rockingham-county-va
2382,rockland-county-ny
2383,rockwall-county-tx
2384,rogers-county-ok
2385,rolette-county-nd
2386,rooks-county-ks
2387,roosevelt-county-mt
2388,roosevelt-county-nm
2389,roscommon-county-mi
2390,roseau-county-mn
2391,rosebud-county-mt
2392,ross-county-oh
2393,routt-county-co
2394,rowan-county-ky
2395,rowan-county-nc
2396,runnels-county-tx
2397,rush-county-in
2398,rusk-county-tx
2399,rusk-county-wi
2400,russell-county-al
2401,russell-county-ky
2402,russell-county-va
2403,rutherford-county-nc
2404,rutherford-county-tn
2405,rutland-county-vt
2406,sabine-county-la
2407,sabine-county-tx
2408,sac-county-ia
2409,sacramento-county-ca
2410,sagadahoc-county-me
2411,saginaw-county-mi
2412,saguache-county-co
2413,salem-county-nj
2414,salem-county-va
2415,saline-county-ar
2416,saline-county-il
2417,saline-county-ks
2418,saline-county-mo
2419,saline-county-ne
2420,salt-lake-county-ut
2421,saluda-county-sc
2422,sampson-county-nc
